app_date,cred_score,device_cost,down_payment,payment_type,borrower_age,delinquency_90_days
2021-05-10,714,789.91,126.85,Credit,26,Performing/paid off
2025-04-06,757,1033.59,264.12,Credit,24,Performing/paid off
2025-01-03,612,1165.21,82.1,Credit,18,90+ delinquent/default
2023-06-26,615,889.15,205.86,Credit,31,90+ delinquent/default
2023-05-22,645,832.07,119.66,Credit,27,90+ delinquent/default
2021-09-25,789,1171.6,282.9,Bank transfer,24,Performing/paid off
2021-03-30,581,964.14,187.37,Cash,21,Performing/paid off
2021-04-06,713,976.21,225.89,Bank transfer,45,Performing/paid off
2023-08-22,734,1143.94,310.02,Credit,20,Performing/paid off
2020-06-01,720,805.15,142.58,Cash,45,Performing/paid off
2023-12-06,647,1092.27,124.66,Credit,26,90+ delinquent/default
2021-08-10,638,1029.22,98.56,Credit,18,90+ delinquent/default
2021-05-03,763,969.47,228.17,Credit,48,Performing/paid off
2024-12-30,642,1278.93,139.61,Credit,35,Performing/paid off
2025-07-09,583,989.74,0.0,Cash,38,Performing/paid off
2024-09-30,587,1244.43,168.87,Cash,34,Performing/paid off
2024-08-17,599,1081.64,139.49,Cash,39,Performing/paid off
2025-01-26,526,1011.79,0.0,Cash,56,Performing/paid off
2020-10-24,639,871.83,0.0,Credit,43,90+ delinquent/default
2023-02-23,763,816.7,211.58,Credit,33,90+ delinquent/default
2023-04-17,643,764.79,81.44,Cash,59,Performing/paid off
2022-06-29,827,1031.08,261.63,Credit,20,Performing/paid off
2023-05-23,713,897.12,65.64,Bank transfer,30,Performing/paid off
2025-06-18,674,771.9,96.03,Cash,34,Performing/paid off
2021-06-10,674,837.39,171.39,Credit,42,Performing/paid off
2021-08-20,720,1112.25,217.95,Bank transfer,18,90+ delinquent/default
2021-03-12,700,1181.89,93.09,Bank transfer,34,Performing/paid off
2020-07-30,665,714.93,78.59,Credit,25,90+ delinquent/default
2023-03-28,735,917.65,149.69,Credit,29,Performing/paid off
2024-07-18,621,1076.0,67.34,Bank transfer,34,90+ delinquent/default
2021-03-23,719,993.83,187.9,Bank transfer,40,Performing/paid off
2023-03-02,599,927.05,222.04,Cash,22,Performing/paid off
2022-10-01,698,889.07,236.51,Credit,45,Performing/paid off
2025-05-20,798,1033.3,341.45,Credit,21,90+ delinquent/default
2024-02-05,722,825.09,99.7,Credit,40,Performing/paid off
2020-08-23,595,872.34,31.19,Credit,45,Performing/paid off
2021-02-03,731,617.71,0.0,Credit,49,Performing/paid off
2020-09-24,677,784.67,0.0,Credit,45,90+ delinquent/default
2022-11-13,650,761.91,14.63,Cash,52,Performing/paid off
2023-04-21,703,905.92,247.68,Cash,33,Performing/paid off
2020-04-17,701,735.25,89.11,Cash,20,Performing/paid off
2022-10-06,713,1035.45,131.37,Credit,40,90+ delinquent/default
2021-04-03,690,942.93,220.05,Credit,41,Performing/paid off
2021-10-22,644,980.41,128.23,Bank transfer,66,Performing/paid off
2020-01-03,724,804.15,155.68,Credit,21,Performing/paid off
2024-06-23,696,1146.49,252.58,Credit,21,90+ delinquent/default
2020-06-01,591,693.04,53.01,Bank transfer,36,Performing/paid off
2020-02-16,720,539.22,141.16,Cash,31,Performing/paid off
2021-12-06,762,952.52,105.33,Credit,43,Performing/paid off
2022-01-14,591,1083.96,0.0,Credit,44,Performing/paid off
2022-04-19,562,866.73,25.69,Bank transfer,42,90+ delinquent/default
2020-12-30,724,966.28,22.38,Credit,24,Performing/paid off
2020-02-08,701,794.77,131.73,Cash,31,Performing/paid off
2022-06-26,704,936.31,89.97,Credit,38,Performing/paid off
2020-01-28,589,739.39,104.73,Credit,28,Performing/paid off
2022-01-04,690,945.74,159.88,Cash,40,Performing/paid off
2024-03-24,577,855.52,117.51,Credit,42,Performing/paid off
2021-02-25,673,760.0,62.65,Bank transfer,39,Performing/paid off
2025-03-12,673,999.12,196.75,Credit,50,Performing/paid off
2020-10-07,799,973.11,240.26,Credit,44,Performing/paid off
2022-08-19,553,895.58,87.18,Cash,35,Performing/paid off
2020-08-16,732,1155.14,221.39,Credit,42,Performing/paid off
2024-02-02,734,728.78,186.3,Credit,36,90+ delinquent/default
2023-05-27,578,934.54,145.1,Cash,37,Performing/paid off
2025-07-07,747,1043.76,279.45,Bank transfer,40,Performing/paid off
2025-04-08,723,879.92,185.91,Credit,30,90+ delinquent/default
2024-02-16,650,984.0,121.61,Credit,37,90+ delinquent/default
2023-09-06,588,1007.15,117.21,Cash,37,Performing/paid off
2022-10-11,653,1011.6,139.02,Cash,31,90+ delinquent/default
2021-07-15,711,915.83,140.28,Cash,25,90+ delinquent/default
2022-07-19,730,716.7,150.4,Credit,35,Performing/paid off
2020-07-13,676,989.22,177.48,Cash,59,Performing/paid off
2021-09-16,626,926.64,122.97,Credit,30,90+ delinquent/default
2022-07-20,841,604.63,166.28,Credit,35,Performing/paid off
2022-12-04,689,1161.6,152.46,Credit,52,Performing/paid off
2021-07-26,674,800.37,160.67,Cash,21,Performing/paid off
2025-07-22,813,810.94,261.83,Credit,27,Performing/paid off
2023-06-22,605,876.76,50.62,Bank transfer,18,Performing/paid off
2025-07-29,631,1281.91,30.55,Credit,40,Performing/paid off
2022-08-12,712,1097.69,67.39,Cash,33,Performing/paid off
2020-08-05,679,753.09,193.45,Cash,22,90+ delinquent/default
2022-03-02,649,1131.39,109.37,Credit,22,Performing/paid off
2021-11-26,714,1034.67,82.67,Cash,25,Performing/paid off
2023-12-07,746,1159.37,345.25,Credit,48,Performing/paid off
2022-06-13,600,888.09,100.63,Cash,45,90+ delinquent/default
2023-01-05,696,1111.41,171.35,Credit,29,Performing/paid off
2023-04-16,621,1113.29,92.07,Credit,24,Performing/paid off
2021-01-24,657,633.3,0.0,Cash,38,90+ delinquent/default
2023-05-19,613,890.57,69.1,Bank transfer,38,Performing/paid off
2020-05-23,728,856.88,129.58,Cash,42,Performing/paid off
2024-10-15,696,954.8,134.37,Credit,37,90+ delinquent/default
2020-04-22,678,752.04,188.88,Bank transfer,27,Performing/paid off
2022-07-25,564,696.88,0.0,Cash,36,Performing/paid off
2022-08-10,692,805.34,24.29,Cash,36,90+ delinquent/default
2024-06-07,774,944.0,199.57,Credit,25,Performing/paid off
2023-04-28,560,859.43,0.0,Bank transfer,23,90+ delinquent/default
2020-03-08,641,761.68,151.47,Cash,36,Performing/paid off
2021-06-13,593,731.9,82.9,Credit,45,Performing/paid off
2023-11-26,649,895.67,167.86,Credit,31,90+ delinquent/default
2024-01-19,755,939.5,131.02,Credit,35,Performing/paid off
2023-05-24,694,704.59,139.84,Credit,39,Performing/paid off
2021-03-12,666,863.15,79.96,Credit,38,Performing/paid off
2023-04-06,631,1097.48,81.38,Credit,35,Performing/paid off
2021-01-12,602,517.59,57.4,Cash,33,90+ delinquent/default
2020-05-25,595,720.73,59.41,Cash,18,90+ delinquent/default
2023-07-24,657,961.18,151.01,Credit,34,Performing/paid off
2020-01-28,632,654.26,99.72,Credit,44,90+ delinquent/default
2021-05-02,640,1000.56,125.22,Cash,22,Performing/paid off
2021-12-10,608,903.58,110.7,Credit,36,90+ delinquent/default
2024-08-29,695,1094.04,255.63,Cash,36,Performing/paid off
2024-08-17,491,1086.57,81.11,Cash,38,Performing/paid off
2024-01-02,754,1023.58,257.16,Credit,33,Performing/paid off
2025-06-29,795,1105.13,245.46,Credit,40,Performing/paid off
2022-08-01,700,825.99,117.06,Cash,47,Performing/paid off
2020-01-16,653,942.95,129.42,Credit,37,90+ delinquent/default
2023-02-01,704,1126.12,217.76,Bank transfer,41,Performing/paid off
2020-02-12,752,656.91,121.51,Credit,23,Performing/paid off
2024-03-16,619,1013.77,129.04,Bank transfer,35,Performing/paid off
2025-01-07,753,1099.89,361.45,Credit,41,Performing/paid off
2024-11-20,772,979.54,224.68,Credit,21,Performing/paid off
2024-07-16,742,687.11,128.72,Bank transfer,43,Performing/paid off
2022-02-11,621,650.49,59.37,Credit,33,Performing/paid off
2023-05-10,655,853.84,125.97,Cash,28,90+ delinquent/default
2022-11-29,646,437.84,0.0,Credit,27,Performing/paid off
2020-03-18,770,1152.29,228.22,Cash,30,Performing/paid off
2021-07-15,720,889.77,134.5,Cash,18,90+ delinquent/default
2020-05-05,694,781.31,208.2,Credit,30,90+ delinquent/default
2020-10-21,642,995.62,0.0,Credit,28,Performing/paid off
2021-06-22,683,950.49,109.4,Credit,18,Performing/paid off
2025-07-23,644,997.62,185.83,Cash,49,Performing/paid off
2023-01-27,620,1206.03,285.37,Cash,26,Performing/paid off
2024-09-06,700,902.3,81.29,Bank transfer,37,90+ delinquent/default
2021-10-05,706,1164.08,189.14,Credit,29,Performing/paid off
2024-10-17,807,1056.62,249.26,Bank transfer,28,Performing/paid off
2021-01-04,671,899.32,157.65,Credit,21,Performing/paid off
2020-12-14,650,588.98,179.48,Credit,25,Performing/paid off
2022-07-15,548,970.78,0.0,Credit,37,Performing/paid off
2025-05-07,697,1258.01,228.49,Credit,51,Performing/paid off
2021-04-26,748,818.91,127.02,Cash,34,Performing/paid off
2020-11-30,643,904.92,171.36,Cash,37,90+ delinquent/default
2024-12-21,672,1027.72,134.24,Credit,21,Performing/paid off
2023-04-13,590,934.79,74.39,Cash,44,Performing/paid off
2025-08-08,610,1193.19,224.87,Credit,34,Performing/paid off
2024-12-27,662,1133.21,129.9,Cash,54,Performing/paid off
2024-01-17,632,922.07,192.96,Credit,31,90+ delinquent/default
2020-05-28,660,758.04,155.41,Cash,24,90+ delinquent/default
2022-04-06,653,880.5,208.75,Bank transfer,34,Performing/paid off
2020-04-07,600,1200.37,75.05,Credit,19,Performing/paid off
2025-09-01,554,1118.87,172.43,Bank transfer,26,Performing/paid off
2024-08-31,726,938.24,114.5,Cash,28,Performing/paid off
2023-08-13,719,1017.57,140.5,Cash,28,90+ delinquent/default
2022-01-28,734,936.51,115.17,Credit,36,Performing/paid off
2022-12-03,690,1291.76,206.67,Credit,25,Performing/paid off
2023-03-01,653,888.72,138.31,Cash,39,Performing/paid off
2020-01-11,791,513.79,119.32,Credit,37,90+ delinquent/default
2024-06-07,678,830.29,122.56,Credit,30,90+ delinquent/default
2024-11-06,691,904.2,133.64,Credit,37,Performing/paid off
2024-09-20,689,1055.08,184.35,Bank transfer,45,Performing/paid off
2025-09-04,775,1167.98,227.15,Credit,43,Performing/paid off
2022-10-23,659,771.41,88.43,Credit,27,Performing/paid off
2020-07-16,768,875.38,231.54,Credit,30,Performing/paid off
2021-12-01,656,1096.39,197.76,Credit,31,Performing/paid off
2020-11-23,684,565.57,10.61,Credit,43,Performing/paid off
2022-04-13,734,900.82,203.09,Credit,19,Performing/paid off
2025-05-25,617,1249.78,67.43,Credit,25,90+ delinquent/default
2023-04-05,767,1000.61,263.37,Credit,28,Performing/paid off
2022-07-14,663,974.41,16.04,Credit,25,90+ delinquent/default
2025-03-17,672,1019.0,16.63,Cash,36,Performing/paid off
2020-12-15,681,889.93,194.86,Bank transfer,35,90+ delinquent/default
2022-02-10,770,729.36,188.7,Bank transfer,31,Performing/paid off
2024-12-04,731,1183.81,232.45,Credit,25,90+ delinquent/default
2022-01-16,809,825.7,223.61,Cash,24,Performing/paid off
2020-04-14,609,986.07,147.39,Credit,37,90+ delinquent/default
2025-05-25,688,982.54,120.29,Cash,18,Performing/paid off
2020-04-22,741,808.72,175.61,Credit,29,90+ delinquent/default
2021-06-28,650,916.94,194.7,Credit,42,90+ delinquent/default
2020-07-22,614,901.25,107.37,Credit,46,Performing/paid off
2020-02-07,638,841.66,51.28,Credit,35,90+ delinquent/default
2023-08-23,707,1270.85,122.34,Credit,41,Performing/paid off
2021-01-20,450,1059.67,4.05,Credit,20,90+ delinquent/default
2022-01-09,662,793.16,210.98,Credit,38,Performing/paid off
2020-07-01,676,1010.49,234.76,Credit,38,90+ delinquent/default
2020-01-19,807,804.03,88.72,Credit,21,90+ delinquent/default
2021-10-19,637,908.1,230.55,Bank transfer,26,Performing/paid off
2025-05-05,715,1536.86,206.76,Cash,31,Performing/paid off
2025-09-11,619,898.63,49.55,Cash,21,Performing/paid off
2024-02-20,627,1059.84,114.94,Cash,39,90+ delinquent/default
2020-06-18,814,587.04,221.39,Cash,42,Performing/paid off
2022-03-31,670,883.52,120.32,Credit,47,Performing/paid off
2025-02-22,567,1441.33,125.74,Cash,47,Performing/paid off
2020-04-27,692,840.34,189.23,Credit,36,Performing/paid off
2025-09-07,809,1107.08,204.42,Cash,35,Performing/paid off
2023-02-10,691,942.48,162.85,Cash,43,90+ delinquent/default
2020-02-09,769,607.2,70.88,Credit,27,Performing/paid off
2024-09-25,592,1077.25,118.04,Bank transfer,28,Performing/paid off
2020-02-13,784,978.33,128.21,Credit,26,90+ delinquent/default
2020-12-12,724,860.8,64.94,Bank transfer,44,Performing/paid off
2024-03-15,648,1248.94,194.8,Cash,42,90+ delinquent/default
2021-05-05,681,847.49,347.68,Cash,23,Performing/paid off
2023-03-07,692,1144.36,210.07,Cash,40,90+ delinquent/default
2024-03-28,659,1238.77,17.35,Bank transfer,40,Performing/paid off
2021-12-19,591,1068.48,155.2,Cash,27,Performing/paid off
2022-09-04,575,1069.44,80.18,Credit,24,90+ delinquent/default
2020-12-15,625,975.95,115.9,Bank transfer,48,90+ delinquent/default
2022-12-16,759,821.89,204.32,Credit,34,Performing/paid off
2021-06-17,669,1118.27,287.09,Credit,40,Performing/paid off
2024-12-19,631,1169.8,175.35,Credit,40,Performing/paid off
2023-09-27,631,1180.44,39.0,Bank transfer,18,Performing/paid off
2021-09-20,720,978.78,308.93,Credit,43,90+ delinquent/default
2020-01-09,670,790.62,68.15,Cash,27,Performing/paid off
2024-01-28,743,1022.83,309.06,Credit,35,Performing/paid off
2020-02-17,630,738.25,35.59,Credit,20,Performing/paid off
2022-07-19,573,816.22,11.03,Credit,21,Performing/paid off
2022-09-20,622,1005.73,256.54,Credit,28,Performing/paid off
2024-01-12,724,1142.97,202.52,Credit,33,90+ delinquent/default
2025-03-18,700,946.64,191.24,Cash,27,90+ delinquent/default
2025-01-31,617,994.57,178.26,Credit,18,90+ delinquent/default
2023-03-20,678,1289.82,257.39,Cash,39,Performing/paid off
2025-03-18,685,1172.24,177.67,Cash,42,Performing/paid off
2021-07-23,850,1091.13,258.73,Credit,27,90+ delinquent/default
2025-03-08,561,1179.74,137.45,Cash,38,Performing/paid off
2020-08-24,553,735.33,98.11,Credit,29,90+ delinquent/default
2025-02-08,749,1179.13,262.08,Cash,46,Performing/paid off
2024-06-23,752,1089.01,280.14,Cash,39,Performing/paid off
2023-01-01,686,664.65,78.92,Credit,34,Performing/paid off
2025-01-17,694,1129.51,192.88,Credit,30,Performing/paid off
2024-01-11,712,1003.81,142.76,Cash,49,90+ delinquent/default
2023-11-28,728,921.29,208.35,Credit,28,90+ delinquent/default
2020-05-06,746,893.49,71.5,Credit,23,Performing/paid off
2024-11-30,699,1014.72,291.79,Cash,43,Performing/paid off
2023-01-23,702,614.92,41.21,Credit,60,Performing/paid off
2023-01-31,697,900.29,98.35,Credit,33,Performing/paid off
2023-07-20,607,1174.46,129.96,Credit,32,Performing/paid off
2021-08-03,662,881.04,215.63,Bank transfer,43,Performing/paid off
2024-07-12,592,832.84,200.77,Cash,31,90+ delinquent/default
2022-04-02,578,935.98,48.77,Credit,40,90+ delinquent/default
2024-03-17,850,908.74,198.59,Credit,44,Performing/paid off
2024-10-17,658,1031.13,88.47,Credit,26,Performing/paid off
2025-07-07,653,1087.64,11.26,Cash,29,Performing/paid off
2022-06-11,654,831.57,251.33,Credit,20,Performing/paid off
2021-12-24,634,962.35,32.07,Credit,34,90+ delinquent/default
2025-08-14,570,1128.47,0.0,Credit,25,Performing/paid off
2023-11-10,611,912.63,0.0,Cash,36,Performing/paid off
2020-10-20,678,817.87,198.49,Cash,18,90+ delinquent/default
2024-05-16,680,1000.65,157.48,Credit,33,Performing/paid off
2023-03-14,696,940.42,154.08,Cash,35,90+ delinquent/default
2023-04-01,623,945.61,186.9,Bank transfer,47,Performing/paid off
2025-09-30,624,1102.91,61.18,Cash,41,Performing/paid off
2024-01-28,725,1083.15,26.52,Cash,35,Performing/paid off
2022-03-13,536,695.54,0.0,Credit,52,Performing/paid off
2021-06-25,653,749.1,54.09,Credit,21,Performing/paid off
2021-10-25,677,792.52,130.32,Cash,55,Performing/paid off
2023-12-21,685,1127.85,209.64,Bank transfer,21,Performing/paid off
2024-12-24,850,1301.45,478.08,Credit,44,Performing/paid off
2022-03-15,704,898.08,202.93,Credit,37,Performing/paid off
2022-05-28,705,854.89,220.26,Bank transfer,41,90+ delinquent/default
2025-09-26,588,1313.92,149.64,Credit,38,Performing/paid off
2021-11-16,621,783.68,229.07,Cash,27,90+ delinquent/default
2025-04-03,674,1189.81,376.54,Credit,18,Performing/paid off
2022-06-04,521,887.94,9.96,Cash,35,Performing/paid off
2024-01-01,520,924.11,0.55,Credit,29,90+ delinquent/default
2024-11-17,565,899.35,212.47,Credit,34,90+ delinquent/default
2023-09-12,746,1200.67,243.33,Credit,53,Performing/paid off
2023-04-26,811,681.73,116.38,Credit,42,90+ delinquent/default
2020-01-28,693,804.43,128.29,Credit,30,Performing/paid off
2024-08-27,685,959.23,199.99,Cash,29,Performing/paid off
2022-10-27,764,561.29,109.43,Credit,41,Performing/paid off
2023-06-13,655,882.01,248.63,Cash,47,Performing/paid off
2020-06-12,615,784.58,132.14,Credit,24,Performing/paid off
2025-04-07,656,873.68,178.44,Credit,28,Performing/paid off
2022-08-14,786,1092.6,344.56,Cash,39,Performing/paid off
2022-09-03,766,1094.88,290.46,Credit,47,90+ delinquent/default
2024-03-10,629,1282.46,141.2,Cash,30,Performing/paid off
2020-11-07,654,902.25,106.72,Cash,21,Performing/paid off
2024-01-03,619,926.39,0.0,Cash,32,Performing/paid off
2025-07-28,664,1107.9,167.53,Credit,38,Performing/paid off
2025-01-18,771,1262.21,349.9,Credit,56,Performing/paid off
2022-08-09,667,659.91,106.48,Credit,41,Performing/paid off
2023-06-15,706,866.37,166.99,Credit,42,Performing/paid off
2025-05-29,792,1045.38,329.9,Credit,27,Performing/paid off
2021-02-22,685,797.64,117.74,Cash,33,90+ delinquent/default
2025-02-24,637,1265.98,186.66,Credit,42,Performing/paid off
2024-08-15,689,908.38,34.69,Credit,38,Performing/paid off
2020-09-09,670,837.48,127.82,Cash,30,90+ delinquent/default
2025-08-10,639,1342.61,153.77,Credit,37,Performing/paid off
2021-01-28,707,695.93,136.29,Credit,45,Performing/paid off
2022-05-25,533,760.87,104.51,Cash,23,Performing/paid off
2023-12-04,638,773.21,144.86,Credit,20,Performing/paid off
2021-06-12,850,1213.86,458.73,Bank transfer,42,Performing/paid off
2021-03-24,609,901.24,52.78,Credit,39,90+ delinquent/default
2025-04-24,704,1049.86,109.08,Credit,42,Performing/paid off
2023-01-31,682,888.95,93.32,Credit,18,Performing/paid off
2022-07-12,571,839.13,0.0,Cash,41,Performing/paid off
2020-03-16,730,856.08,182.46,Credit,27,Performing/paid off
2022-01-11,672,806.1,201.07,Cash,34,Performing/paid off
2021-08-26,727,1265.57,179.66,Credit,26,Performing/paid off
2021-09-14,780,821.31,305.92,Credit,34,Performing/paid off
2023-09-24,664,871.76,156.4,Cash,18,Performing/paid off
2020-05-28,728,780.94,246.27,Credit,36,Performing/paid off
2024-04-04,697,799.38,232.97,Cash,45,Performing/paid off
2022-05-22,681,882.99,67.18,Credit,20,Performing/paid off
2020-07-17,601,855.33,193.08,Credit,27,90+ delinquent/default
2025-02-21,639,1065.67,188.41,Credit,44,Performing/paid off
2020-03-15,548,1062.47,91.56,Cash,41,Performing/paid off
2021-06-04,664,918.43,132.64,Cash,25,Performing/paid off
2023-09-04,657,923.79,83.78,Credit,27,Performing/paid off
2021-09-10,570,891.63,0.0,Cash,57,Performing/paid off
2025-08-28,724,1129.87,415.36,Credit,36,Performing/paid off
2024-03-27,542,654.9,0.0,Cash,44,90+ delinquent/default
2023-06-15,708,1191.84,216.88,Credit,44,Performing/paid off
2022-06-07,765,945.5,206.98,Cash,49,Performing/paid off
2021-03-01,766,666.52,32.07,Credit,26,Performing/paid off
2022-05-01,784,717.43,172.31,Credit,30,Performing/paid off
2025-02-01,644,1051.57,122.35,Credit,18,Performing/paid off
2023-01-29,647,1119.33,38.36,Credit,43,Performing/paid off
2025-03-18,789,1138.92,293.79,Credit,37,Performing/paid off
2023-07-15,689,1093.95,297.16,Credit,18,Performing/paid off
2024-04-04,744,1043.51,181.26,Credit,35,Performing/paid off
2024-10-05,545,1151.11,89.5,Cash,36,Performing/paid off
2022-10-15,708,1101.47,221.1,Credit,49,Performing/paid off
2020-02-01,705,1009.12,76.91,Credit,27,Performing/paid off
2025-05-21,658,1237.8,14.43,Credit,44,Performing/paid off
